route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
4419_48887,114,4419_4633,Belgard,11.gf.93-RED-y11-16.,1,4419_7778148_Txc109165,4419_40
4419_48887,115,4419_4637,The Point,6.SuBH.93-RED-y11-16,1,4419_7778148_Txc110516,4419_56
4419_48887,112,4419_4641,Connolly,31.MF-BH.93-RED-y11-,1,4419_7778148_Txc110048,4419_39
4419_48887,112,4419_4642,The Point,32.MF-BH.93-RED-y11-,1,4419_7778148_Txc110092,4419_60
4419_48887,115,4419_4643,The Point,5.SuBH.93-RED-y11-16,1,4419_7778148_Txc110472,4419_38
4419_48887,113,4419_4647,The Point,12.Sat.93-RED-y11-16,1,4419_7778148_Txc109207,4419_51
4419_48887,114,4419_4648,The Point,12.gf.93-RED-y11-16.,1,4419_7778148_Txc109209,4419_52
4419_48887,112,4419_4652,Connolly,29.MF-BH.93-RED-y11-,1,4419_7778148_Txc109956,4419_47
4419_48887,112,4419_4653,The Point,33.MF-BH.93-RED-y11-,1,4419_7778148_Txc110136,4419_50
4419_48887,113,4419_4654,Belgard,13.Sat.93-RED-y11-16,1,4419_7778148_Txc109251,4419_40
4419_48887,114,4419_4655,Belgard,13.gf.93-RED-y11-16.,1,4419_7778148_Txc109253,4419_40
4419_48887,115,4419_4656,Belgard,7.SuBH.93-RED-y11-16,1,4419_7778148_Txc110560,4419_40
4419_48886,112,4419_466,Brides Glen,277.MF-BH.93-GRN-y11,0,4419_7778148_Txc105267,4419_5
4419_48887,112,4419_4663,The Point,35.MF-BH.93-RED-y11-,1,4419_7778148_Txc110224,4419_60
4419_48887,112,4419_4664,Connolly,34.MF-BH.93-RED-y11-,1,4419_7778148_Txc110180,4419_39
4419_48887,113,4419_4665,The Point,14.Sat.93-RED-y11-16,1,4419_7778148_Txc109295,4419_51
4419_48887,114,4419_4666,The Point,14.gf.93-RED-y11-16.,1,4419_7778148_Txc109297,4419_52
4419_48887,115,4419_4667,The Point,8.SuBH.93-RED-y11-16,1,4419_7778148_Txc110604,4419_56
4419_48886,113,4419_467,Brides Glen,180.Sat.93-GRN-y11-1,0,4419_7778148_Txc104947,4419_5
4419_48887,112,4419_4674,The Point,36.MF-BH.93-RED-y11-,1,4419_7778148_Txc110268,4419_50
4419_48887,113,4419_4675,The Point,15.Sat.93-RED-y11-16,1,4419_7778148_Txc109339,4419_61
4419_48887,114,4419_4676,The Point,15.gf.93-RED-y11-16.,1,4419_7778148_Txc109341,4419_62
4419_48886,114,4419_468,Brides Glen,180.gf.93-GRN-y11-16,0,4419_7778148_Txc104948,4419_5
4419_48887,112,4419_4680,The Point,38.MF-BH.93-RED-y11-,1,4419_7778148_Txc110330,4419_60
4419_48887,112,4419_4681,Connolly,37.MF-BH.93-RED-y11-,1,4419_7778148_Txc110306,4419_39
4419_48887,115,4419_4682,Belgard,9.SuBH.93-RED-y11-16,1,4419_7778148_Txc110648,4419_40
