shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4419_6,53.2666835,-6.2096474,672,16365.169
4419_14,53.250087,-6.1537211,88,1214.206
4419_52,53.3161212,-6.3694426,343,4727.866
4419_56,53.3474966,-6.2829358,745,12719.644
4419_13,53.250177,-6.1539586,89,1232.959
4419_17,53.2440537,-6.1441387,12,258.821
4419_39,53.3186711,-6.3689793,382,5048.503
4419_41,53.3478947,-6.2917596,762,14795.745
4419_37,53.3188548808725,-6.36817303547202,665,11303.226
4419_10,53.2978811,-6.249861,465,10748.43
4419_13,53.2557128,-6.1789777,189,3057.725
4419_18,53.2817232,-6.217355,28,964.179
4419_39,53.346924,-6.2918423,697,12014.064
4419_52,53.3223815,-6.3560617,420,6017.619
4419_25,53.3470204365319,-6.27025932759118,148,1511.145
4419_31,53.3485310614808,-6.25846181409262,173,2034.939
4419_16,53.2678117,-6.2082641,330,6022.97
4419_52,53.2873678791917,-6.37665281161182,28,140.32
4419_62,53.3393738,-6.2907364,654,13635.133
4419_5,53.2441036,-6.1441276,789,18054.483
4419_30,53.350179299851,-6.25220947329817,151,1774.665
4419_31,53.3284025,-6.3363245,565,8911.7
4419_51,53.3190241,-6.3657414,404,5270.807
4419_5,53.2828937,-6.2225348,397,9463.878
4419_7,53.3351715,-6.2632069,165,2461.996
4419_32,53.3482551,-6.2606787,189,2185.829
4419_23,53.3476268,-6.2839628,233,2436.201
4419_17,53.250177,-6.1539586,89,1232.959
4419_51,53.2872761,-6.3754804,12,59.998
4419_61,53.3386555,-6.2913855,638,13540.443
4419_1,53.2837148,-6.2298199,508,12876.65
4419_5,53.2719898,-6.2010537,497,11613.385
4419_15,53.3402081,-6.2585593,396,9109.187
4419_60,53.307014,-6.3588107,301,6124.033
4419_35,53.3189594639798,-6.36686764197872,657,11215.192
4419_15,53.294387,-6.2475622,104,3542.505
4419_14,53.2722178,-6.2008824,380,6735.81
4419_62,53.3341675,-6.3281198,554,11039.783
4419_24,53.3498908,-6.2525088,132,1597.593
4419_36,53.3266112,-6.3435423,591,9432.417
4419_62,53.3501341361125,-6.25154758099962,946,17572.011
4419_13,53.2787377,-6.2081455,481,7780.043
4419_4,53.3295663,-6.2576377,369,7175.951
4419_41,53.3154798,-6.3671326,370,7227.752
4419_14,53.2785421,-6.2075623,480,7735.463
4419_43,53.3423374,-6.2935926,647,11387.028
4419_52,53.3478668,-6.2863324,735,12488.809
4419_45,53.2985053,-6.3761761,164,1928.053
4419_62,53.2841649,-6.4284427,56,652.467
4419_12,53.277838,-6.2055728,5,66.683
4419_37,53.3470698,-6.2752342,273,3176.77
4419_2,53.2629892,-6.2104996,137,2089.804
4419_32,53.3273731,-6.3405704,581,9216.938
4419_18,53.3432122,-6.2592421,420,9511.368
4419_48,53.2842116,-6.4257417,65,832.72
4419_35,53.349114,-6.2417657,50,842.826
4419_18,53.2946195,-6.2477783,105,3572.122
4419_50,53.3186711,-6.3689793,382,5048.503
4419_6,53.3474214,-6.2572818,171,4645.145
4419_30,53.3479380131497,-6.26361043785302,228,2600.51
4419_32,53.2893673,-6.3788125,896,15995.461
4419_27,53.3468352491443,-6.27195068175812,156,1625.723
4419_39,53.3138019,-6.3652252,305,4329.893
4419_13,53.3282921,-6.2568553,687,14897.085
4419_33,53.3188548808725,-6.36817303547202,665,11303.226
4419_52,53.3415364,-6.2930845,635,11290.555
4419_42,53.3471027,-6.2760702,71,1193.314
4419_23,53.3192803,-6.3645725,548,9726.804
4419_50,53.3500049,-6.2524995,880,14822.812
4419_50,53.3326802,-6.3294843,488,8175.857
4419_34,53.287491988053,-6.37466281034316,956,16399.89
4419_25,53.3473978,-6.2823541,225,2325.977
4419_6,53.328881,-6.2571319,377,7259.383
4419_14,53.2987499,-6.2502444,586,11576.261
4419_44,53.3385328,-6.2918439,231,6033.698
4419_20,53.3010618021009,-6.3722001237634,11,534.318
4419_23,53.3312249,-6.3305779,439,7080.623
4419_25,53.2873621,-6.3751816,855,15034.133
4419_8,53.2844894,-6.2330434,376,8736.892
4419_33,53.3469813,-6.2706301,244,2864.471
4419_35,53.349112,-6.254993,159,1794.987
4419_51,53.3481791,-6.2617656,825,14153.52
4419_9,53.3072936,-6.2513777,320,5786.765
4419_30,53.3471451,-6.2798302,334,3699.977
4419_62,53.3189984,-6.3660418,448,7921.121
4419_37,53.3486641,-6.2575896,167,1974.993
4419_6,53.2881797,-6.2395331,486,12040.871
4419_24,53.3477928,-6.2852087,338,3849.627
4419_48,53.2955676,-6.3868916,171,3801.166
4419_5,53.3186099,-6.2540095,291,4514.206
4419_30,53.3230598507317,-6.35408988031569,649,10455.795
4419_43,53.3070668,-6.3588085,255,3459.361
4419_56,53.287654,-6.3772561,38,192.132
4419_15,53.3326984,-6.2605632,287,7947.451
4419_17,53.3354644,-6.2632959,796,15887.445
4419_30,53.2881367,-6.3776357,935,16369.921
4419_44,53.3341754,-6.3280805,154,3569.396
4419_14,53.2611155,-6.2059611,271,5055.927
4419_50,53.299573,-6.3744447,173,2093.737
4419_44,53.3501217031367,-6.2514928240564,546,10102.761
4419_52,53.3354419,-6.3175529,526,9087.523
4419_61,53.3010064,-6.3724012,246,4978.258
4419_1,53.3519107,-6.2630004,116,3694.785
4419_36,53.3496572,-6.2494324,93,1357.546
4419_30,53.3331399,-6.3291578,543,8391.034
4419_47,53.3479441,-6.2916194,364,7333.498
4419_1,53.3711393,-6.2923436,10,376.403
4419_1,53.326274,-6.256152,402,7557.342
4419_10,53.3372224,-6.2628553,282,6138.353
4419_8,53.327264,-6.2564338,270,3537.597
4419_36,53.3479481,-6.26349,199,2376.186
4419_37,53.2985794754057,-6.37580755470094,794,14458.671
4419_32,53.3177906,-6.3700159,687,11482.228
4419_41,53.3506612577536,-6.25012678476235,968,17715.803
4419_23,53.3495443,-6.2528958,47,317.725
4419_38,53.3483442402072,-6.2601330324643,475,9461.199
4419_2,53.2459039,-6.1468375,346,6983.93
4419_35,53.329277779115,-6.33382427386951,551,8717.806
4419_9,53.2526511,-6.1620964,712,16455.166
4419_24,53.313285195408,-6.36457511626067,730,12145.617
4419_31,53.3479484,-6.289567,359,4140.434
4419_10,53.3280479,-6.2566992,388,7356.526
4419_31,53.291901,-6.3821309,880,15636.744
4419_6,53.2482606,-6.1489851,878,21385.978
4419_1,53.2525917,-6.1601635,845,20492.333
4419_33,53.2961739320975,-6.38380982390509,833,15064.838
4419_1,53.3024306,-6.2507967,453,10237.341
4419_5,53.3412792,-6.2581734,107,1568.898
4419_21,53.2963109500411,-6.3834863177739,64,1487.245
4419_46,53.294514,-6.3851975,106,1130.631
4419_13,53.29419,-6.2473704,572,11031.446
4419_60,53.3470218372161,-6.29184150378333,747,14695.505
4419_23,53.3161541,-6.3694214,616,10345.221
4419_35,53.3414382132633,-6.29191001740266,433,5195.852
4419_33,53.3064111393776,-6.35904622323282,750,13022.66
4419_50,53.3483222,-6.2603162,828,14251.355
4419_39,53.3182271,-6.3697422,373,4976.478
4419_56,53.3184872,-6.3694158,378,5012.882
4419_1,53.2567787,-6.1921853,739,18211.694
4419_19,53.3161183038439,-6.36935887226671,713,11679.278
4419_25,53.3478464086497,-6.26426627335316,110,1101.111
4419_25,53.3165684,-6.3697376,608,10293.739
4419_36,53.3142626617706,-6.36562501789136,728,12016.224
4419_32,53.349605578504,-6.24911606826192,88,1335.503
4419_10,53.3518127,-6.2663641,98,3404.452
4419_4,53.3276017,-6.2565337,394,7407.4
4419_37,53.3391774071013,-6.29072495038486,441,5462.491
4419_41,53.3161824,-6.3695354,392,7407.617
4419_33,53.3468235,-6.2720205,252,2958.805
4419_51,53.3359639,-6.3130857,535,9390.754
4419_56,53.3496572,-6.2527353,876,14781.005
4419_31,53.347122351227,-6.27944257835254,304,3457.809
4419_18,53.3249282,-6.255823,196,7001.961
4419_24,53.3428801943556,-6.29170067138556,409,4877.436
4419_27,53.3473866,-6.282239,224,2318.211
4419_18,53.3609123,-6.279342,588,12535.721
4419_51,53.2876155,-6.3772025,37,186.552
4419_51,53.3431072,-6.2910742,664,11582.908
4419_33,53.3479490049369,-6.28953462486,358,4138.277
4419_24,53.2982937,-6.3764541,801,14512.425
4419_39,53.3077929,-6.3591703,267,3544.983
4419_39,53.3471027,-6.2760702,765,13180.634
4419_31,53.347972584562,-6.26329632107998,198,2363.002
4419_31,53.3174423,-6.3700725,696,11522.2
4419_39,53.3429606,-6.2914459,659,11552.397
4419_6,53.2539165,-6.1694297,823,19850.78
4419_27,53.3476526350457,-6.26551289509628,118,1186.899
4419_62,53.3063209,-6.3592161,284,6041.154
4419_4,53.3453206321791,-6.25829253567418,191,4928.828
4419_5,53.2502554,-6.1540758,737,17071.872
4419_24,53.3157404133296,-6.36797324427575,721,11781.348
4419_60,53.3336708,-6.3288055,541,10965.707
4419_1,53.2820638,-6.218332,533,13667.77
4419_25,53.2962107,-6.3836825,737,13727.162
4419_56,53.3470873398592,-6.27505694988484,770,13248.201
4419_32,53.2889371,-6.3783156,901,16053.722
4419_22,53.288141846298,-6.41844195400116,77,3180.366
4419_47,53.3390213,-6.2908655,246,6121.505
4419_33,53.3501347,-6.2523258,126,1567.707
4419_23,53.325861,-6.3461857,507,8299.116
4419_41,53.347799,-6.2849166,787,15254.048
4419_19,53.3268275,-6.342766,587,9375.361
4419_33,53.3192104,-6.3647757,644,11070.674
4419_3,53.2897198,-6.2415756,69,3661.362
4419_3,53.2774737,-6.204246,146,6576.917
4419_39,53.3283283,-6.3367737,453,7466.638
4419_34,53.3302281793725,-6.33183313113022,543,8547.972
4419_34,53.2872946,-6.3760702,935,16301.94
4419_35,53.3501777350572,-6.25201185909716,118,1544.994
4419_8,53.30689,-6.2513265,321,5831.813
4419_21,53.2965192,-6.3822083,61,1398.654
4419_23,53.2845089466806,-6.43609458478089,822,17636.421
4419_40,53.2841746,-6.4279396,58,686.049
4419_6,53.2740159,-6.2039697,591,15155.629
4419_20,53.2980606,-6.3768387,39,996.28
4419_23,53.3319552273803,-6.32989954387821,430,6987.452
4419_43,53.3485612669751,-6.25848266564755,841,14376.381
4419_6,53.3449041,-6.2590963,199,5000.282
4419_9,53.2502554,-6.1540758,737,17071.872
4419_52,53.3429882,-6.2913192,660,11561.378
4419_32,53.3268885,-6.3425364,586,9358.624
4419_36,53.3305577,-6.3313772,539,8500.264
4419_50,53.3499809162047,-6.25091079574417,905,14947.18
4419_56,53.3183434,-6.3696275,375,4991.516
4419_62,53.3487462,-6.2572877,894,17129.139
4419_1,53.2525084,-6.1595103,848,20537.023
4419_43,53.3416276,-6.2931998,638,11303.408
4419_61,53.348382,-6.259775,878,16958.561
4419_9,53.2678882,-6.2079116,534,12275.618
4419_25,53.3479289907736,-6.26375249168913,107,1065.558
4419_13,53.3702390307591,-6.28869907827677,1073,21271.039
4419_60,53.346924,-6.2918423,744,14684.614
4419_14,53.269433,-6.2047672,359,6330.644
4419_40,53.2841557,-6.4285882,55,642.708
4419_41,53.3162868,-6.3696425,395,7421.257
4419_35,53.3469813,-6.2706301,244,2864.471
4419_33,53.3326731538134,-6.32943811682347,518,8230.02
4419_33,53.2872861,-6.3758962,939,16313.585
4419_23,53.3476996,-6.2652271,115,1167.157
4419_18,53.3523765930696,-6.26142839293028,491,10568.244
4419_10,53.3362451,-6.2632289,287,6250.145
4419_19,53.3481498,-6.2617528,192,2258.316
4419_3,53.2485671,-6.1496717,461,13168.175
4419_27,53.3474183807617,-6.28250645625481,227,2336.402
4419_10,53.3211202,-6.2547042,413,8138.986
4419_14,53.246753,-6.1479747,47,656.422
4419_25,53.3163561,-6.3696425,611,10318.228
4419_24,53.2983979,-6.3762489,798,14494.427
4419_50,53.325439,-6.3476114,433,6675.573
4419_39,53.3471029,-6.2754787,768,13220.028
4419_24,53.3430321969996,-6.29110480087801,406,4834.032
4419_50,53.3481791,-6.2617656,825,14153.52
4419_41,53.3429882,-6.2913192,707,14231.928
4419_44,53.3468372,-6.2731114,425,8578.229
4419_48,53.3035979,-6.3656049,259,5516.647
4419_5,53.2789378,-6.2086742,422,10492.022
4419_30,53.2960425439447,-6.3841399881396,863,15307.568
4419_31,53.3481032,-6.262209,195,2289.139
4419_60,53.341486,-6.2920366,667,13886.975
4419_62,53.3359036,-6.3135686,579,12028.442
4419_34,53.3487555,-6.2363878,25,482.367
4419_35,53.3489077,-6.2390077,38,657.698
4419_16,53.2690421,-6.2050986,355,6281.84
4419_62,53.2963773,-6.3831705,187,4065.71
4419_9,53.2558432,-6.1785298,660,15288.125
4419_34,53.3422671532243,-6.29352937491613,417,5026.716
4419_34,53.2976272,-6.3775804,809,14618.045
4419_62,53.3496598,-6.2492804,971,17737.217
4419_51,53.3488524253334,-6.25663861726807,850,14503.409
4419_60,53.3138019,-6.3652252,352,7000.444
4419_3,53.2559118,-6.1775866,381,11099.159
4419_52,53.3424796,-6.2935087,652,11403.973
4419_43,53.3414786,-6.2927943,630,11269.748
4419_51,53.3489181,-6.2387563,951,15772.52
4419_60,53.3190693,-6.3654464,453,7961.658
4419_9,53.2682046,-6.2064819,526,12173.847
4419_1,53.3087223,-6.2515495,445,9535.314
4419_19,53.3275290138424,-6.33995843200312,579,9172.624
4419_23,53.3163561,-6.3696425,611,10318.228
4419_1,53.3571972538626,-6.27731832690572,53,2308.607
4419_52,53.348424,-6.2306351,967,16316.19
4419_62,53.3471274,-6.2773359,806,15766.778
4419_48,53.2959579,-6.3851119,174,3927.537
4419_20,53.2985284874776,-6.37590816222038,31,914.832
4419_33,53.3489077,-6.2390077,38,657.698
4419_50,53.3405742,-6.2913984,614,11106.003
4419_39,53.3269771,-6.3423273,445,7067.203
4419_23,53.2845360448256,-6.4335260394897,814,17464.449
4419_47,53.3342735,-6.327416,158,3615.008
4419_60,53.3474142,-6.2673511,848,16442.218
4419_19,53.3483441324721,-6.25980017145876,184,2126.487
4419_10,53.3375039,-6.2626544,279,6104.245
4419_35,53.3488193,-6.2375172,30,557.918
4419_30,53.3066560318447,-6.35886507953448,775,13209.052
4419_17,53.3336344125758,-6.26280543414719,782,15680.799
4419_61,53.3481025266658,-6.26249873734429,870,16774.495
4419_3,53.2925604,-6.2453336,61,3257.9
4419_47,53.3386916,-6.291298,238,6074.373
4419_48,53.301944,-6.370355,251,5150.022
4419_34,53.3485697,-6.2333537,17,279.241
4419_12,53.3303722,-6.2584674,240,7638.985
4419_13,53.2558181,-6.1768803,172,2914.671
4419_17,53.3015921,-6.250756,593,11894.644
4419_39,53.3448115,-6.2914515,680,11777.363
4419_5,53.2796582,-6.2109757,414,10318.817
4419_9,53.2764321,-6.2033793,446,10970.728
4419_7,53.3439755,-6.2591728,82,1202.029
4419_33,53.3478877,-6.2877924,353,4022.04
4419_25,53.3173907844783,-6.37005320672019,603,10199.824
4419_50,53.3235436,-6.3528829,425,6265.826
4419_36,53.3314828,-6.3302989,531,8374.659
4419_44,53.3501252390285,-6.25241279843203,529,10034.824
4419_6,53.3453206321791,-6.25829253567418,191,4928.828
4419_21,53.2973118736273,-6.37857588512281,53,1140.882
4419_34,53.3476717,-6.2842575,329,3784.706
4419_25,53.2967405,-6.3811823,729,13550.317
4419_15,53.3149271,-6.2530431,164,5873.582
4419_52,53.3170655,-6.3699809,357,4840.454
4419_13,53.351023,-6.2647558,985,18365.576
4419_33,53.3501777350572,-6.25201185909716,118,1544.994
4419_16,53.2769938,-6.203507,459,7411.694
4419_17,53.2558181,-6.1768803,172,2914.671
4419_62,53.3353824,-6.3180819,571,11722.216
4419_3,53.2558099,-6.1787127,373,11022.767
4419_24,53.3435948241433,-6.2912011639027,398,4765.593
4419_36,53.3475127,-6.2832655,325,3716.309
4419_30,53.2963092,-6.3832221,855,15239.039
4419_39,53.3177271,-6.3701097,368,4915.67
4419_41,53.3424796,-6.2935087,699,14074.523
4419_6,53.2542284,-6.1707783,818,19754.304
4419_41,53.3073626,-6.3588589,307,6163.077
4419_27,53.3472519,-6.2809137,219,2228.667
4419_4,53.345704,-6.2571208,183,4838.796
4419_30,53.3402572888558,-6.2911391162976,463,5553.19
4419_18,53.3503286,-6.2605426,483,10332.737
4419_39,53.347125,-6.2772966,760,13098.858
4419_32,53.3340749,-6.3283075,501,8055.191
4419_34,53.3192104,-6.3647757,644,11070.674
4419_23,53.3479289907736,-6.26375249168913,107,1065.558
4419_25,53.3235156,-6.3528303,523,8813.241
4419_62,53.3273889,-6.3406499,494,9858.553
4419_14,53.3525315,-6.2614015,964,18099.549
4419_39,53.3378517,-6.2978835,571,10426.874
4419_9,53.2555255,-6.1796312,652,15206.13
4419_33,53.3415647327929,-6.29213869796798,430,5174.628
4419_35,53.2918135344189,-6.40316424681348,846,16444.599
4419_25,53.3501497,-6.2518746,22,207.083
4419_36,53.347568,-6.2661033,216,2555.585
4419_30,53.3199038305553,-6.36285687778073,666,11137.515
4419_39,53.288955,-6.3783921,53,355.751
4419_61,53.3245531,-6.3500723,478,9154.783
4419_38,53.3499777861271,-6.25034370259102,555,10182.873
4419_37,53.2903486730501,-6.4096544155713,854,16907.18
4419_43,53.3492323,-6.2430317,942,15485.629
4419_48,53.2840109,-6.4297331,48,564.596
4419_60,53.2925859,-6.3998842,141,2873.189
4419_33,53.3070413124353,-6.35874827296854,745,12949.088
4419_12,53.3344617,-6.2631049,320,8260.719
4419_40,53.2949528,-6.3894129,159,3619.62
4419_60,53.3396777,-6.2908191,659,13669.575
4419_17,53.3262726,-6.2562055,673,14668.063
4419_19,53.3466932788347,-6.291686055612,390,4419.185
4419_28,53.329732,-6.3328175,547,8633.81
4419_50,53.3341416,-6.3282241,505,8361.689
4419_10,53.2885485,-6.2400159,485,11988.703
4419_41,53.3160505,-6.3693123,387,7386.688
4419_52,53.3493041,-6.254411,858,14660.407
4419_56,53.3310928,-6.3307938,479,7978.013
4419_47,53.349998059092,-6.25097877578155,550,10139.668
4419_56,53.3495773912889,-6.25292092206975,871,14765.382
4419_27,53.3225732,-6.3554406,531,9016.368
4419_9,53.3396489,-6.2608422,134,1928.223
4419_13,53.3673555,-6.2845523,1065,20846.948
4419_13,53.3262726,-6.2562055,673,14668.063
4419_2,53.2701142601384,-6.20380146473594,77,1092.117
4419_42,53.3502374,-6.252092,197,2875.819
4419_6,53.2846308,-6.2335164,503,12609.609
4419_23,53.3329711,-6.3292671,422,6866.706
4419_32,53.3462120051649,-6.29162222761351,392,4472.927
4419_37,53.3478877,-6.2877924,353,4022.04
4419_43,53.3266359,-6.3435665,441,6976.311
4419_51,53.348605,-6.2581728,842,14397.584
4419_9,53.2978811,-6.249861,337,6840.458
4419_1,53.2547641,-6.1830997,760,18858.528
4419_32,53.2898515,-6.3793825,893,15929.51
4419_22,53.28870194589,-6.41706126931485,69,3066.69
4419_14,53.2540093,-6.1699759,148,2410.49
4419_25,53.3338914,-6.3285733,414,6754.247
4419_16,53.2536496,-6.1684099,144,2298.562
4419_44,53.3466535,-6.2918069,340,7181.268
4419_6,53.3721439,-6.2971861,2,35.131
4419_13,53.2791911,-6.2095949,484,7889.104
4419_30,53.3469643,-6.270813,274,3093.058
4419_17,53.2625109,-6.2098728,281,5359.753
4419_60,53.3321611,-6.3298024,533,10784.86
4419_61,53.315451,-6.3670656,369,7222.255
4419_24,53.3161183038439,-6.36935887226671,713,11679.278
4419_39,53.2999897,-6.3738058,179,2156.748
4419_1,53.2697169,-6.2043861,637,15858.615
4419_36,53.3168742188222,-6.36985406167901,700,11587.079
4419_17,53.2730495,-6.2015516,404,6861.585
4419_47,53.3481335513607,-6.26224763934569,470,9318.421
4419_56,53.3489181,-6.2387563,951,15772.52
4419_32,53.3493117,-6.2448506,60,1049.49
4419_19,53.3501881816999,-6.25214258620171,121,1553.867
4419_34,53.3488663480253,-6.23846753802959,34,621.427
4419_16,53.2450989,-6.1454905,21,406.39
4419_44,53.3235436,-6.3528829,71,1463.228
4419_13,53.2641259,-6.2109317,298,5561.516
4419_13,53.3354644,-6.2632959,796,15887.445
4419_37,53.301514910988,-6.37122396927389,774,14004.611
4419_41,53.2841557,-6.4285882,55,642.708
4419_61,53.3341754,-6.3280805,555,11042.544
4419_61,53.3470218372161,-6.29184150378333,747,14695.505
4419_16,53.2735715,-6.2036666,413,7014.266
4419_44,53.3479447716588,-6.26385480282176,463,9209.313
4419_2,53.2724938,-6.2006408,60,750.734
4419_7,53.2924116966733,-6.24515037246801,348,7531.071
4419_43,53.2995123,-6.3745402,172,2084.453
4419_51,53.3155996,-6.3675162,327,4586.084
4419_18,53.3228727,-6.2552392,188,6769.906
4419_43,53.3374503,-6.3016716,564,10170.536
4419_51,53.3479538,-6.2915629,719,12140.011
4419_9,53.3318115,-6.2596741,214,2975.971
4419_4,53.304226,-6.2510087,452,10037.026
4419_7,53.2918852,-6.2444559,351,7605.759
4419_36,53.3430860028626,-6.29103652640113,405,4826.513
4419_37,53.3488197125282,-6.25662916955103,164,1908.727
4419_1,53.3328052,-6.2606769,322,6746.537
4419_32,53.3176884,-6.3700839,690,11494.483
4419_34,53.338395517709,-6.29276655343909,455,5636.406
4419_26,53.3479363,-6.2903517,268,2864.498
4419_28,53.3490037027565,-6.24016992330331,43,735.835
4419_30,53.3471737,-6.2801704,337,3722.873
4419_62,53.3189931,-6.3666029,445,7883.708
4419_5,53.3208449,-6.2546297,288,4262.052
4419_38,53.3359464,-6.3132255,180,4578.642
4419_43,53.3471551,-6.2788299,753,12996.34
4419_31,53.3185618,-6.3691729,674,11377.672
4419_17,53.2641259,-6.2109317,298,5561.516
4419_50,53.3131295,-6.3644429,299,4238.639
4419_41,53.3036947,-6.3653029,261,5539.481
4419_43,53.2903890498355,-6.38009803740373,66,551.803
4419_14,53.299649,-6.2504872,589,11677.638
4419_6,53.3540549,-6.2753382,65,2687.971
4419_15,53.3327754,-6.2607197,290,7961.027
4419_31,53.3061725956285,-6.35935221434563,751,13056.186
4419_9,53.3532863,-6.2596735,8,60.543
4419_25,53.3415844521534,-6.29226846106369,334,3837.458
4419_31,53.3493644,-6.2456525,64,1103.216
4419_16,53.2551421,-6.1850208,224,3499.874
4419_61,53.346924,-6.2918423,744,14684.614
4419_9,53.3058456,-6.2512009,323,5948.349
4419_35,53.3366787889226,-6.30656401730623,471,6576.97
4419_52,53.3356864,-6.3153442,529,9237.161
4419_1,53.3716042159041,-6.29465949847502,7,213.71
4419_34,53.3495633,-6.2528235,140,1640.71
4419_27,53.3395533080338,-6.29071501159928,342,4092.07
4419_62,53.3478534,-6.2918207,760,14789.606
4419_24,53.3211125,-6.3594986,633,10660.166
4419_47,53.3478947,-6.2917596,361,7322.597
4419_5,53.3319237,-6.260001,211,2950.767
4419_35,53.3491951,-6.2546639,156,1771.195
4419_60,53.3174386,-6.3701213,407,7553.578
4419_14,53.2614595,-6.2069265,274,5130.869
4419_60,53.2844981,-6.4344503,15,228.352
4419_41,53.3481335513607,-6.26224763934569,871,16791.57
4419_4,53.356482,-6.2772748,57,2388.372
4419_5,53.2579453,-6.197254,603,13941.235
4419_30,53.3336203,-6.3287992,540,8332.442
4419_18,53.3710779358761,-6.29219084318791,609,14010.362
4419_41,53.2963511359108,-6.38344080214884,184,4047.452
4419_28,53.3479490049369,-6.28953462486,358,4138.277
4419_39,53.3332837,-6.3291115,491,8247.486
4419_41,53.3356864,-6.3153442,576,11907.712
4419_13,53.2716155,-6.201553,375,6655.135
4419_19,53.3226818034027,-6.35514062278306,625,10321.26
4419_39,53.3501252390285,-6.25241279843203,883,14837.423
4419_5,53.3437598,-6.2591845,85,1226.088
4419_33,53.2932962665871,-6.38406819033532,871,15434.741
4419_56,53.2985053,-6.3761761,164,1928.053
4419_23,53.2962563200279,-6.38379576039652,734,13733.129
4419_3,53.267699,-6.2084377,250,8063.995
4419_28,53.3186443,-6.3689516,673,11360.293
4419_10,53.354215,-6.2732995,76,2835.278
4419_43,53.3174801,-6.3701383,361,4887.784
4419_35,53.2883914148293,-6.41807262930291,863,17510.469
4419_25,53.3496759472612,-6.25265338433524,39,295.138
4419_52,53.3497224,-6.2494682,921,15052.231
4419_1,53.3395558,-6.2586933,242,5671.826
4419_61,53.3138019,-6.3652252,352,7000.444
4419_1,53.2603397,-6.2040165,714,17324.298
4419_36,53.3484517980564,-6.23150318454207,13,155.304
4419_14,53.2555132,-6.1795622,194,3102.679
4419_31,53.2922142955417,-6.38257314602127,877,15591.077
4419_60,53.2994501,-6.3746428,218,4745.271
4419_30,53.3486966105869,-6.23531571817174,22,410.668
4419_37,53.3495978,-6.249018,87,1328.915
4419_50,53.3466535,-6.2918069,694,11983.867
4419_5,53.2546606,-6.1727697,683,15704.952
4419_37,53.3359799308919,-6.31272683626644,479,6994.84
4419_50,53.3135294,-6.3649303,302,4293.748
4419_9,53.252614,-6.1607398,715,16545.809
4419_32,53.3478295,-6.2917746,375,4291.166
4419_19,53.2872902,-6.3760013,937,16306.561
4419_8,53.3328206,-6.2614124,190,2789.138
4419_28,53.3394397977153,-6.29068891512153,438,5433.074
4419_13,53.2637953,-6.2109489,295,5524.695
4419_32,53.3033326766989,-6.36631901207755,767,13619.409
4419_28,53.3490631,-6.2409689,46,789.459
4419_12,53.3515165,-6.2636361,509,10758.462
4419_19,53.3471791,-6.2802225,310,3510.17
4419_10,53.2792638,-6.2097277,548,14320.906
4419_56,53.3065959,-6.3589621,244,3405.652
4419_19,53.3167425266396,-6.36980496124345,702,11602.099
4419_51,53.3479125,-6.2917232,716,12128.326
4419_37,53.2866473211794,-6.42045976811016,871,17761.672
4419_39,53.2909205,-6.3808037,70,627.413
4419_29,53.2953895,-6.3847525,59,808.767
4419_10,53.3487542,-6.2575993,156,4493.855
4419_60,53.3434344,-6.2912183,722,14293.798
4419_10,53.2961029,-6.2488505,468,10957.642
4419_52,53.3485612669751,-6.25848266564755,841,14376.381
4419_7,53.3357366,-6.263281,162,2398.898
4419_6,53.334088,-6.2628962,300,6492.633
4419_18,53.3395287,-6.2592511,382,9001.747
4419_47,53.3501085911295,-6.25051282826439,558,10175.641
4419_13,53.2596996,-6.2024098,257,4770.899
4419_34,53.3477894,-6.2851499,337,3845.693
4419_15,53.3172008,-6.2536727,172,6130.085
4419_10,53.28596,-6.2365376,493,12358.658
4419_42,53.3501341361125,-6.25154758099962,205,2914.139
4419_52,53.349536,-6.2533609,866,14735.62
4419_19,53.3435948241433,-6.2912011639027,398,4765.593
4419_35,53.3478877,-6.2877924,353,4022.04
4419_43,53.3276212,-6.3397122,449,7255.62
4419_9,53.2939409,-6.2470256,345,7319.878
4419_8,53.2824488,-6.2198658,401,9648.848
4419_24,53.3347763144894,-6.32324723451371,486,7708.401
4419_13,53.3327571,-6.2606706,758,15471.496
4419_6,53.2833875,-6.2277236,511,13021.179
4419_1,53.3317369,-6.2594101,344,6903.4
4419_37,53.3490631,-6.2409689,46,789.459
4419_43,53.2961603968446,-6.3839703187836,134,1336.815
4419_33,53.3394397977153,-6.29068891512153,438,5433.074
4419_30,53.3191026254393,-6.36511935888009,674,11312.762
4419_17,53.3276978,-6.2566147,681,14829.011
4419_32,53.3483983,-6.2307078,8,101.998
4419_33,53.3490631,-6.2409689,46,789.459
4419_28,53.3473978,-6.2823541,320,3654.229
4419_12,53.3524705,-6.2676647,531,11109.277
4419_10,53.3459495,-6.2570356,178,4809.987
4419_39,53.338339,-6.293481,579,10725.12
4419_41,53.284647,-6.4226749,80,1051.405
4419_16,53.2465448,-6.1478179,43,630.981
4419_37,53.3479487,-6.2899452,361,4165.642
4419_38,53.3354165,-6.3177792,171,4269.587
4419_38,53.349854,-6.2497372,563,10226.472
4419_42,53.3470518,-6.2702696,96,1585.59
4419_50,53.3343299,-6.3270094,513,8445.411
4419_51,53.316318,-6.36967,349,4754.633
4419_12,53.3355872,-6.2633123,328,8386.834
4419_5,53.3402385,-6.2584932,110,1686.664
